MAL_ID,Name,Score,Genres,English name,,Type,Episodes,Aired,Premiered,,,Studios,Source,,Rating,Ranked,Popularity,,Favorites,Watching,Completed,,Dropped
29920,Kobutori (1957),Unknown,Unknown,Unknown,,Movie,1,1957,Unknown,,,Unknown,Other,,G - All Ages,15094,14136,,0,7,124,,44
29921,Bunbuku Chagama (1958),5.49,Unknown,Unknown,,Movie,1,1958,Unknown,,,Unknown,Other,,G - All Ages,9701,13849,,0,8,159,,43
29922,Ou-sama Ninatta Kitsune,Unknown,Unknown,Unknown,,Movie,1,1959,Unknown,,,Unknown,Original,,G - All Ages,11433,14901,,0,6,105,,31
29923,Fukusuke,5.62,Unknown,Unknown,,Movie,1,29-Oct-57,Unknown,,,Unknown,Original,,G - All Ages,9350,12378,,1,11,271,,45
29924,Goman-hiki,Unknown,Kids,Unknown,,Movie,100,1962 to 1965,Unknown,,,Unknown,Unknown,,G - All Ages,14156,14946,,0,9,49,,66
29925,Poron Guitar,Unknown,Kids,Unknown,,Movie,1,1959,Unknown,,,Unknown,Unknown,,G - All Ages,11587,14763,,0,7,109,,42
29926,Inaka Nezumi to Machi Nezumi,Unknown,Kids,Unknown,,Movie,1,1959,Unknown,,,Unknown,Unknown,,G - All Ages,14606,13837,,0,7,170,,34
29927,Kaguya-hime,6.79,"Historical, Kids",Unknown,,Movie,1,1961,Unknown,,,Unknown,Unknown,,G - All Ages,4497,9439,,7,37,768,,60
29928,Jataka Monogatari: Kiniro no Shika,Unknown,Kids,Unknown,,Movie,1,1962,Unknown,,,Unknown,Original,,G - All Ages,14667,14556,,1,5,121,,41
29929,Tsuru no Ongaeshi,Unknown,Kids,Unknown,,Movie,1,1965,Unknown,,,Unknown,Original,,G - All Ages,12633,14502,,0,7,111,,45
29932,Yume,5.14,Dementia,Unknown,,Movie,1,2006,Unknown,,,Unknown,Original,,G - All Ages,10420,11851,,0,15,408,,36
29933,MTV Japan Station ID,4.98,Music,Unknown,,Special,2,2006 to 2007,Unknown,,,Unknown,Unknown,,PG-13 - Teens 13 or older,10607,12915,,0,7,288,,18
29935,Qin Shi Ming Yue: Kong Shan Niao Yu,6.6,"Action, Historical, Martial Arts, Fantasy",Unknown,,ONA,3,"May 9, 2014 to Jul 8, 2014",Unknown,,,Sparkly Key Animation Studio,Novel,,PG-13 - Teens 13 or older,5386,11353,,4,52,158,,59
29936,Qin Shi Ming Yue: Junlin Tianxia,7,"Action, Historical, Martial Arts, Fantasy",Qin's Moon:The Emperor Under Heaven,,ONA,75,"Dec 25, 2014 to Nov 30, 2017",Unknown,,,Sparkly Key Animation Studio,Novel,,PG-13 - Teens 13 or older,3644,10793,,7,94,186,,85
29937,Qin Shi Ming Yue Zhi: Luosheng Tangxia,6.34,"Action, Historical, Martial Arts, Fantasy",Unknown,,ONA,1,13-Aug-14,Unknown,,,Sparkly Key Animation Studio,Novel,,PG-13 - Teens 13 or older,6685,12216,,0,29,160,,58
29941,Million Doll,4.81,Music,Million Doll,,TV,11,"Jul 7, 2015 to Sep 22, 2015",Summer 2015,,,Asahi Production,Web manga,,PG-13 - Teens 13 or older,10758,4840,,5,632,4774,,1816
29943,Crazy for It,5.85,"Dementia, Music",Unknown,,Movie,1,2012,Unknown,,,Unknown,Original,,G - All Ages,8680,9260,,6,18,1381,,32
29944,Kuchao,5.09,Dementia,A Gum Boy,,Movie,1,2010,Unknown,,,Unknown,Unknown,,G - All Ages,10501,11176,,0,12,618,,27
29946,Orchestra,5.13,Music,Unknown,,Music,1,2008,Unknown,,,Unknown,Original,,G - All Ages,10418,12510,,0,6,353,,18
29947,Chibikuro Sambo no Tora Taiji,Unknown,Kids,Unknown,,Movie,1,"Nov, 1956",Unknown,,,Unknown,Original,,G - All Ages,13599,14636,,0,5,62,,66
29948,Chibikuro Sambo to Futago no Otouto,Unknown,Kids,Unknown,,Movie,1,"Mar, 1957",Unknown,,,Unknown,Original,,G - All Ages,13590,14942,,0,5,56,,67
29949,Nami,2.35,Dementia,Unknown,,Movie,1,2000,Unknown,,,Unknown,Original,,R+ - Mild Nudity,11047,4856,,62,199,8830,,142
29952,Kairaku no Sono,4.65,"Dementia, Music",The Garden of Pleasure,,Movie,1,2008,Unknown,,,Unknown,Unknown,,R+ - Mild Nudity,10848,12032,,0,9,417,,24
29953,Phantasm,Unknown,"Dementia, Music",Unknown,,Movie,1,2013,Unknown,,,Unknown,Unknown,,G - All Ages,11508,14580,,0,12,80,,36
29954,Embah,4.08,Dementia,Unknown,,ONA,1,2010,Unknown,,,Unknown,Original,,G - All Ages,10996,12025,,0,9,403,,23
29955,Insomniac,5.28,Music,Unknown,,Music,1,2008,Unknown,,,Unknown,Unknown,,G - All Ages,10153,13609,,0,6,222,,15
29956,Swimming,5.43,Dementia,Unknown,,Movie,1,2008,Unknown,,,Unknown,Unknown,,G - All Ages,9843,13700,,0,8,182,,25
29957,Count Down,4.17,Dementia,Unknown,,Movie,1,2011,Unknown,,,Unknown,Original,,G - All Ages,10998,11329,,0,5,608,,23
29961,Feng Ji Yun Nu,5.29,"Action, Martial Arts",Unknown,,OVA,1,12-Aug-04,Unknown,,,Unknown,Unknown,,PG-13 - Teens 13 or older,10164,13326,,0,12,173,,31
29963,Marude Sekai,Unknown,"Music, Kids",Unknown,,Music,1,4-Apr-84,Unknown,,,Unknown,Original,,G - All Ages,15442,15022,,0,4,126,,22
29966,Katsuobushi Da yo Jinsei wa,Unknown,"Music, Kids",Unknown,,Music,1,3-Aug-09,Unknown,,,Unknown,Music,,G - All Ages,14908,15104,,0,7,114,,23
29970,Yell,Unknown,"Music, Kids",Unknown,,Music,1,3-Aug-09,Unknown,,,Unknown,Original,,G - All Ages,12964,15278,,0,7,105,,26
29971,Landmark,4.72,Dementia,Unknown,,ONA,1,2007,Unknown,,,Unknown,Original,,G - All Ages,10824,13397,,0,7,226,,24
29972,Hakuchuu Meikyuu,5.11,Dementia,Unknown,,ONA,1,2004,Unknown,,,Unknown,Original,,G - All Ages,10454,14065,,0,5,177,,18
29973,Aya Hito Shiki to Iu na no Ishi Hata,4.44,Dementia,Unknown,,ONA,1,2006,Unknown,,,Unknown,Original,,G - All Ages,10917,12304,,0,6,335,,27
29974,"Diabolik Lovers More,Blood",5.66,"Harem, School, Shoujo, Vampire","Diabolik Lovers II:More,Blood",,TV,12,"Sep 24, 2015 to Dec 10, 2015",Fall 2015,,,Zexcs,Visual novel,,R - 17+ (violence & profanity),9271,1366,,555,5121,74983,,5633
29975,Gunslinger Stratos,6.05,"Action, Sci-Fi",Unknown,,ONA,1,15-Mar-14,Unknown,,,Unknown,Game,,PG-13 - Teens 13 or older,8036,6977,,5,243,1955,,191
29976,Dance with Devils,6.36,"Harem, Demons, Supernatural, Romance, Vampire, Shoujo",Dance with Devils,,TV,12,"Oct 7, 2015 to Dec 23, 2015",Fall 2015,,,Brain's Base,Original,,R - 17+ (violence & profanity),6602,1489,,529,5649,55284,,7812
29978,1,3.27,Comedy,Unknown,,ONA,1,7-Feb-13,Unknown,,,Unknown,Original,,G - All Ages,11047,5009,,7,46,8889,,85
29979,Petting a Dog,3.76,Slice of Life,Unknown,,ONA,1,15-Jul-13,Unknown,,,Unknown,Original,,G - All Ages,11028,9668,,4,21,1271,,28
29980,Adventures in Beauty Wonderland,4.05,"Adventure, Dementia",Unknown,,Movie,1,2013,Unknown,,,Unknown,Original,,G - All Ages,10984,9072,,5,21,1446,,49
29984,Crayon Angel,3.76,Dementia,Crayon Angel,,Movie,1,1975,Unknown,,,Unknown,Original,,R+ - Mild Nudity,11011,10719,,0,16,732,,38
29985,Kamen no Marionette-tachi,Unknown,Dementia,Unknown,,Movie,1,1965,Unknown,,,Unknown,Original,,R+ - Mild Nudity,14824,15321,,0,9,60,,49
29986,Women,Unknown,Dementia,Unknown,,Movie,1,1966,Unknown,,,Unknown,Original,,R+ - Mild Nudity,12837,15518,,0,6,49,,59
29987,Flicker Love No.1,Unknown,Dementia,Unknown,,Movie,1,1971,Unknown,,,Unknown,Original,,R+ - Mild Nudity,13970,15514,,0,3,58,,49
29988,Commercial War,4.87,Dementia,Commercial War,,Movie,1,1971,Unknown,,,Unknown,Original,,R+ - Mild Nudity,10720,12635,,0,6,293,,33
29989,Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,4.68,Dementia,Breathing of the Wind:Animation Correspondence,,Movie,1,2001,Unknown,,,Unknown,Original,,G - All Ages,10854,12989,,0,7,259,,25
29992,Silent Chaser Kagami,Unknown,Hentai,Unknown,,OVA,1,21-Aug-00,Unknown,,,Unknown,Unknown,,Rx - Hentai,Unknown,12606,,0,32,154,,56
29994,Misato-chan no Yume Nikki,Unknown,Hentai,Unknown,,OVA,1,30-Jul-99,Unknown,,,Unknown,Unknown,,Rx - Hentai,Unknown,12212,,0,37,154,,63
29995,The Embryo Develops into a Fetus,3.87,Dementia,Unknown,,ONA,1,2014,Unknown,,,Unknown,Original,,G - All Ages,11016,9611,,3,12,1287,,34
29998,Asobi ni Iku yo!: Asobi ni Oide - Owari,6.27,Comedy,Unknown,,Special,1,15-Jun-11,Unknown,,,AIC PLUS+,Light novel,,PG-13 - Teens 13 or older,7021,5186,,11,236,5785,,120
29999,Aoki Uru: Overture,Unknown,"Military, Sci-Fi",Unknown,,Special,1,2015,Unknown,,,Gainax,Unknown,,Unknown,13307,11303,,1,16,67,,35
30010,Frame Arms: A Violent Struggle,4.93,Mecha,Unknown,,OVA,1,31-May-15,Unknown,,,Studio A-CAT,Other,,PG - Children,10674,10066,,0,75,466,,42
30012,Tekusuke Monogatari,5.49,Historical,Unknown,,Movie,1,1938,Unknown,,,Unknown,Unknown,,G - All Ages,9707,13742,,0,9,182,,39
30013,Super Short Comics,5.73,"Comedy, Parody",Unknown,,ONA,8,"Nov 2, 2015 to Dec 21, 2015",Unknown,,,Steve N' Steven,Web manga,,G - All Ages,9059,12219,,1,26,156,,46
30014,Momokuri,7.1,"Comedy, Romance, Slice of Life",momokuri,,ONA,26,"Dec 24, 2015 to Feb 4, 2016",Unknown,,,Satelight,Web manga,,PG-13 - Teens 13 or older,3205,1796,,230,6460,32769,,4708
30015,ReLIFE,8.03,"Slice of Life, Romance, School",ReLIFE,,TV,13,"Jul 2, 2016 to Sep 24, 2016",Summer 2016,,,TMS Entertainment,Web manga,,PG-13 - Teens 13 or older,498,126,,7566,32848,503190,,14479
30016,Nanbaka,7.34,"Action, Comedy, Drama",Nanbaka,,TV,13,"Oct 5, 2016 to Dec 28, 2016",Fall 2016,,,Satelight,Web manga,,PG-13 - Teens 13 or older,2167,620,,1678,20690,126706,,17708
30018,Norakuro Nitouhei,5.68,Kids,Unknown,,Movie,1,1935,Unknown,,,Unknown,Manga,,G - All Ages,9199,13354,,0,8,197,,48
30019,Norakuro Ittouhei,5.32,Kids,Unknown,,Movie,1,1935,Unknown,,,Unknown,Manga,,G - All Ages,10112,13499,,0,7,188,,48
30024,SOS Kochira Chikyuu,Unknown,"Drama, Kids",Unknown,,Movie,1,27-Jun-87,Unknown,,,Unknown,Unknown,,G - All Ages,12206,16124,,0,7,38,,44
30025,Otenki Boys,Unknown,"Super Power, Kids",Unknown,,TV,30,"Apr 1, 1991 to Sep 27, 1991",Spring 1991,,,Unknown,Unknown,,PG - Children,11402,16084,,0,11,37,,43
30026,Ekubo Ouji,Unknown,"Comedy, Kids",Unknown,,TV,50,"Apr 8, 1991 to Sep 28, 1992",Spring 1991,,,Unknown,Unknown,,G - All Ages,13916,15870,,0,8,47,,49
30027,Meisaku World,Unknown,"Adventure, Fantasy, Historical, Kids, Magic, Supernatural",Unknown,,TV,39,"Apr 4, 1988 to Mar 23, 1989",Spring 1988,,,Unknown,Unknown,,G - All Ages,15507,15827,,0,8,42,,46
30028,Sekai Meisaku Douwa Series,Unknown,"Adventure, Fantasy, Historical, Kids, Magic, Supernatural",Unknown,,TV,4,"Apr 7, 1988 to Apr 28, 1988",Spring 1988,,,Toei Animation,Unknown,,G - All Ages,11857,13404,,0,14,98,,60
30029,Video Ehonkan Sekai Meisaku Douwa,Unknown,"Adventure, Comedy, Fantasy, Historical, Kids, Magic, Sci-Fi, Space, Supernatural",Funky Fables,,OVA,26,"Dec 4, 1988 to Sep 13, 1990",Unknown,,,Unknown,Unknown,,G - All Ages,12762,15154,,1,9,51,,56
30030,Jewelpet Magical Change,6.39,"Comedy, Fantasy, Magic, Shoujo",Unknown,,TV,39,"Apr 4, 2015 to Dec 26, 2015",Spring 2015,,,Studio Deen,Original,,PG - Children,6453,8773,,6,178,522,,220
30034,Dolittle-sensei Monogatari,Unknown,"Kids, Adventure",The Voyages of Doctor Dolittle,,TV,13,"Dec 24, 1997 to Apr 1, 1998",Winter 1998,,,Unknown,Unknown,,G - All Ages,13829,15009,,0,10,59,,47
30036,Tokai no Butchy,Unknown,"Romance, Music",Unknown,,Movie,1,29-Jun-95,Unknown,,,Unknown,Unknown,,G - All Ages,12535,14544,,0,14,76,,33
30039,Future Card Buddyfight Hundred,6.64,Game,Future Card Buddyfight Hundred,,TV,50,"Apr 11, 2015 to Mar 26, 2016",Spring 2015,,,"Xebec, OLM",Card game,,PG - Children,5186,7158,,7,293,2305,,292
30042,Geori-eui Mubeopja,Unknown,"Action, Martial Arts",Unknown,,Movie,1,1992,Unknown,,,Unknown,Unknown,,Unknown,14118,12437,,1,17,181,,39
30045,Shin Saru Kani Gassen,5.32,Drama,Unknown,,Movie,1,1939,Unknown,,,Unknown,Other,,G - All Ages,10102,12374,,0,14,304,,50
30046,Hadashi Neko,5.68,"Adventure, Comedy",Unknown,,Special,1,2011,Unknown,,,Unknown,Unknown,,G - All Ages,9209,14070,,0,4,180,,24
30048,Kkurukkuru-wa Chingu-deul,Unknown,"Adventure, Slice of Life, Comedy, Kids",Curucuru and Friends,,TV,13,"Nov 24, 2006 to Feb 16, 2007",Fall 2006,,,Unknown,Unknown,,PG - Children,15082,15800,,0,7,42,,45
30049,Uli Chingu Kkachi,Unknown,"School, Slice of Life",Unknown,,Movie,1,1996,Unknown,,,Unknown,Unknown,,Unknown,12674,16426,,1,6,42,,39
30050,Cooking Papa Christmas Special,Unknown,"Slice of Life, Comedy",Unknown,,Special,1,1993,Unknown,,,Eiken,Unknown,,Unknown,13724,14523,,0,9,78,,43
30051,McDull: Xiang Dang Dang Ban Wo Xin,Unknown,Comedy,McDull:The Pork of Music,,Movie,1,10-Jul-12,Unknown,,,Unknown,Unknown,,G - All Ages,15483,15479,,0,10,53,,38
30052,McDull: Wo He Wo Mama,Unknown,Comedy,McDull:Me & My Mum,,Movie,1,1-Oct-14,Unknown,,,Unknown,Unknown,,G - All Ages,15488,15790,,0,9,53,,36
30053,Bab Mook Ja,5.72,Slice of Life,Unknown,,Movie,1,2007,Unknown,,,Unknown,Original,,G - All Ages,9095,11453,,0,12,447,,38
30054,Uli Sai Jjang-Iya,Unknown,School,Unknown,,Movie,1,2004,Unknown,,,Unknown,Unknown,,Unknown,12700,16572,,0,6,34,,38
30055,Mabeob Chunjamun: Daemawang-ui Buhwal-eul Mag-ala,Unknown,Unknown,Unknown,,Movie,1,2010,Unknown,,,Unknown,Unknown,,G - All Ages,15349,16539,,0,6,40,,29
30056,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,6.63,Comedy,Unknown,,Special,7,"Dec 26, 2014 to Jun 26, 2015",Unknown,,,Kyoto Animation,Light novel,,PG-13 - Teens 13 or older,5240,2820,,15,1153,22615,,651
30057,Mabeobsa-ui Adeul Cory,Unknown,"Adventure, Comedy, Fantasy",Unknown,,TV,13,1993,Unknown,,,Unknown,Unknown,,Unknown,15348,16332,,0,6,41,,35
30058,Hong Ling Jin Xia,5.93,"Action, School",Unknown,,ONA,1,27-Sep-10,Unknown,,,Unknown,Unknown,,PG - Children,8446,13262,,0,10,203,,27
30059,Saru Kani Gassen,5.21,Drama,Unknown,,Movie,1,Unknown,Unknown,,,Unknown,Other,,G - All Ages,10298,13368,,0,10,205,,40
30060,Chi Jian Chuanqi,Unknown,"Action, Adventure, Fantasy",Crimson Sword Quest,,TV,26,2006,Unknown,,,Unknown,Unknown,,PG - Children,13582,15156,,0,11,54,,50
30061,Genki Bakuhatsu Ganbaruger: Hyakka,Unknown,"Action, Mecha, Shounen",Unknown,,OVA,1,24-Dec-92,Unknown,,,Sunrise,Unknown,,PG - Children,14109,14456,,1,13,85,,34
30064,Hello Kitty to Miyou: Aesop Monogatari,Unknown,"Fantasy, Kids",Unknown,,OVA,4,"Nov 21, 1997 to Jun 20, 1998",Unknown,,,Unknown,Unknown,,G - All Ages,14369,14644,,0,9,82,,43
30065,Osamishi Tani no Wakare Uta,5.36,"Music, Historical",Unknown,,Movie,1,1971,Unknown,,,Unknown,Original,,G - All Ages,10019,14346,,0,6,150,,27
30066,L/R: Licensed by Royal Special,6.22,"Action, Adventure, Police, Mystery",Licensed by Royalty,,Special,1,25-Apr-03,Unknown,,,TNK,Original,,PG-13 - Teens 13 or older,7267,12528,,0,20,207,,30
30070,Shiroi Zou (1981),Unknown,"Action, Historical",Unknown,,Movie,1,1981,Unknown,,,Unknown,Other,,G - All Ages,12036,15112,,0,9,101,,32
30071,Frypan Jiisan,Unknown,"Kids, Adventure",Unknown,,Movie,1,1981,Unknown,,,Unknown,Unknown,,G - All Ages,13970,14820,,0,4,110,,33
30072,Hito no Kita Tooku Nagai Michi,Unknown,Historical,Unknown,,Movie,1,1982,Unknown,,,Unknown,Unknown,,G - All Ages,14440,15166,,0,5,105,,23
30073,Onaka no Ookina Ouji-sama,5.48,"Kids, Music",Unknown,,Music,1,5-Dec-75,Unknown,,,Unknown,Original,,G - All Ages,9755,13905,,0,4,194,,25
30074,Symphonic Variations,5.24,"Music, Kids",Unknown,,Music,1,7-Jun-76,Unknown,,,Unknown,Original,,G - All Ages,10253,13749,,0,5,203,,29
30075,Yuki no Hi no Tayori,5.27,"Music, Kids",Unknown,,Music,1,4-Feb-78,Unknown,,,Unknown,Original,,G - All Ages,10194,13261,,1,9,242,,27
30076,Roba Chotto Suneta,5.23,"Kids, Music",Unknown,,Music,1,3-Apr-83,Unknown,,,Unknown,Original,,G - All Ages,10259,13967,,0,5,191,,25
30077,Koro wa Yane no Ue,5.25,"Music, Kids",Unknown,,Music,1,1-Dec-86,Unknown,,,Unknown,Original,,G - All Ages,10232,13853,,0,7,205,,24
30078,Beautiful Name,5.08,Kids,Unknown,,Movie,1,1979,Unknown,,,Unknown,Unknown,,G - All Ages,10492,13388,,0,5,214,,34
30079,Kirin no Otenki Mama-san,5.13,Fantasy,Unknown,,Special,12,"Jun 26, 1964 to Oct 6, 1984",Unknown,,,Unknown,Other,,G - All Ages,10438,13165,,0,11,190,,44
30080,Inishie no Megami to Houseki no Ite,5.74,Action,Unknown,,ONA,2,"Jul 4, 2014 to Aug 19, 2015",Unknown,,,Unknown,Game,,PG-13 - Teens 13 or older,9049,12130,,0,26,246,,24
30081,Shiawase no Uta,5.2,"Music, Historical, Kids",Unknown,,Music,1,2-Oct-84,Unknown,,,Unknown,Original,,G - All Ages,10342,14216,,0,5,188,,27
30082,Sonna Boku ga Suki,Unknown,"Music, Kids",Unknown,,Music,1,2-Dec-91,Unknown,,,Unknown,Original,,G - All Ages,12124,15289,,0,5,113,,27
30083,Warenai Tamago,Unknown,"Music, Comedy, Kids",Unknown,,Music,1,6-Apr-84,Unknown,,,Unknown,Original,,G - All Ages,12807,15227,,0,5,119,,33
30085,Watashi no Kamifuusen (1983),Unknown,"Music, Kids",Unknown,,Music,1,5-Apr-83,Unknown,,,Unknown,Original,,G - All Ages,12827,15078,,0,4,123,,29
30086,Hanasaka Jiisan,4.96,"Comedy, Drama",The Blossom Man,,Movie,1,"Jul, 1928",Unknown,,,Unknown,Other,,G - All Ages,10637,11316,,0,16,546,,48
30088,Ryoutei no Aji,6.7,Slice of Life,RYOTEI-NO-AJI,,Special,Unknown,"Mar 28, 2014 to ?",Unknown,,,Studio Colorido,Original,,G - All Ages,4913,9306,,3,456,0,,132
30089,Zombie Clay Animation: Life of the Dead,Unknown,"Comedy, Horror",Unknown,,OVA,4,2011 to 2012,Unknown,,,Studio Binzo,Original,,R - 17+ (violence & profanity),13161,13680,,1,18,102,,52
30090,Zombie Ehon,Unknown,Comedy,Zombie Diary,,ONA,1,21-May-14,Unknown,,,Unknown,Unknown,,PG-13 - Teens 13 or older,13158,14392,,0,10,129,,37
30091,Chaos Dragon: Sekiryuu Seneki,5.66,"Action, Fantasy, Supernatural",Chaos Dragon,,TV,12,"Jul 2, 2015 to Sep 17, 2015",Summer 2015,,,"SILVER LINK., Connect",Game,,R - 17+ (violence & profanity),9259,1439,,123,7150,42748,,17953
30092,Wakie Wakie,4.58,Music,Unknown,,Music,1,9-Jan-15,Unknown,,,Unknown,Unknown,,G - All Ages,10886,12475,,0,7,363,,25
30093,Ball yo Doko e Yuku,4.96,Comedy,Unknown,,ONA,1,11-Sep-14,Unknown,,,Unknown,Unknown,,G - All Ages,10637,13319,,0,9,215,,35
30094,Majin Sentai Death Ranger: Ubawareta Pudding!,Unknown,"Action, Comedy",Unknown,,ONA,1,18-Sep-14,Unknown,,,Unknown,Unknown,,G - All Ages,15382,13908,,0,12,165,,31
30095,Qi Cai Lao Fu Zi,Unknown,"Action, Comedy, Seinen",Color Old Master Q,,Movie,1,16-Jul-81,Unknown,,,Unknown,Unknown,,G - All Ages,11655,13503,,5,15,149,,47
30096,Lao Fu Zi Shui Hu Chuan,Unknown,"Comedy, Historical, Seinen",Unknown,,Movie,1,10-Jul-82,Unknown,,,Unknown,Unknown,,G - All Ages,15276,14053,,1,13,130,,41
30097,Shan T Lao Fu Zi,Unknown,"Action, Comedy, Seinen","Old Master Q & ""San-T""",,Movie,1,4-Aug-83,Unknown,,,Unknown,Unknown,,G - All Ages,11890,14079,,0,11,131,,39
30098,Lao Fu Zi Fan Dou Zhen Tan,Unknown,"Comedy, Seinen",Master Q:Incredible Pet Detective,,Movie,1,20-Dec-03,Unknown,,,Unknown,Unknown,,G - All Ages,15273,14744,,1,12,100,,34
30099,Lao Fu Zi Zhi Xiao Shui Hu Chuan Qi,Unknown,"Comedy, Seinen",Old Master Q and Little Ocean Tiger,,Movie,1,27-Jan-11,Unknown,,,Unknown,Unknown,,G - All Ages,15278,14786,,1,9,91,,35
30100,Black Bullet: Tenchuu＊Girls,6.09,Fantasy,Unknown,,Special,1,8-Oct-14,Unknown,,,Kinema Citrus,Light novel,,G - All Ages,7845,4113,,8,373,9369,,228
30103,Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara,6.31,"Music, Magic, Fantasy, Shoujo",Unknown,,Music,1,31-Jan-15,Unknown,,,Toei Animation,Original,,G - All Ages,6803,9765,,3,34,859,,48
30104,Seichou Rap,5.14,Music,SAY! Cho-oh Rap,,Music,1,15-Jul-14,Unknown,,,Unknown,Unknown,,G - All Ages,10413,14596,,0,7,159,,15
30105,Fukashigi no Kazoekata,5.25,Kids,The Art of 10^64 -Understanding Vastness-,,ONA,1,10-Sep-12,Unknown,,,Unknown,Unknown,,G - All Ages,10222,13344,,0,7,218,,29
30106,Graphillion: Kazoeage Oneesan wo Sukue,Unknown,Kids,Don't Count Naively,,ONA,1,17-Jun-13,Unknown,,,Unknown,Unknown,,G - All Ages,14190,14652,,0,8,123,,28
30107,Manga Hajimete Monogatari OVA,Unknown,"Adventure, Comedy, Historical",Unknown,,OVA,1,1978,Unknown,,,Unknown,Unknown,,G - All Ages,15421,15615,,0,7,58,,41
30116,Yancharu Moncha,Unknown,Kids,Unknown,,TV,80,"Apr 5, 1999 to Mar 30, 2002",Spring 1999,,,Unknown,Unknown,,PG - Children,12953,15712,,0,12,44,,50
30117,Monpy,Unknown,"Kids, Adventure",Monpy,,TV,18,1997,Unknown,,,Unknown,Unknown,,PG - Children,15653,16554,,0,9,32,,35
30118,Futari wa Nakayoshi: Goo to Sue,Unknown,"Kids, Slice of Life",Unknown,,TV,84,"Apr, 1991 to Feb, 1994",Spring 1991,,,Unknown,Unknown,,PG - Children,14024,15714,,0,7,50,,51
30119,Yowamushi Monsters,Unknown,Kids,Unknown,,TV,Unknown,"Dec 25, 2012 to ?",Winter 2013,,,Unknown,Original,,PG - Children,13043,14522,,0,50,0,,85
30120,Spoon-hime no Swing Kitchen,Unknown,"Adventure, Kids",Unknown,,TV,34,"Apr 7, 1997 to Apr 10, 1999",Spring 1997,,,Unknown,Original,,PG - Children,12232,15774,,0,10,33,,54
30121,Fushigina Ano Ko wa Sutekina Kono Ko,Unknown,"Adventure, Kids",Unknown,,TV,154,"Apr 4, 1994 to Apr 4, 1997",Spring 1994,,,Unknown,Unknown,,PG - Children,14018,15872,,0,12,42,,51
30122,Ultraman M78 Gekijou: Love and Peace,Unknown,"Comedy, Kids, Parody, Sci-Fi, Space, Super Power",Unknown,,Special,1,6-Mar-99,Unknown,,,Unknown,Other,,G - All Ages,12705,12685,,1,15,150,,69
30123,Akagami no Shirayuki-hime,7.79,"Fantasy, Romance, Drama, Shoujo",Snow White with the Red Hair,,TV,12,"Jul 7, 2015 to Sep 22, 2015",Summer 2015,,,Bones,Manga,,PG-13 - Teens 13 or older,837,284,,5657,26374,289725,,17453
30124,Bad Badtz-Maru no Ore wa Yuutousei,Unknown,"Kids, Comedy",Unknown,,OVA,1,21-Oct-95,Unknown,,,Unknown,Unknown,,G - All Ages,13386,15165,,0,7,75,,33
30125,Bad Badtz-Maru no Otoko Dokyou no Omoiyari,Unknown,Comedy,Unknown,,OVA,1,21-Oct-95,Unknown,,,Unknown,Unknown,,G - All Ages,13387,14841,,1,12,77,,35
30127,Danchigai,6.54,"Comedy, Slice of Life",Danchigai,,TV,12,"Jul 10, 2015 to Sep 25, 2015",Summer 2015,,,Creators in Pack,4-koma manga,,PG-13 - Teens 13 or older,5661,1532,,118,4275,57528,,2696
30128,Allargando The Animation,6.39,Hentai,Unknown,,OVA,1,22-May-15,Unknown,,,Unknown,Manga,,Rx - Hentai,Unknown,6433,,15,307,3323,,194
30129,Konna Ko Iru kana,Unknown,Kids,Unknown,,TV,Unknown,"Apr, 1986 to Mar, 1991",Spring 1986,,,Unknown,Unknown,,PG - Children,15135,16087,,0,10,34,,43
30131,Uwabaki Cook,Unknown,Kids,Unknown,,TV,13,"Jan 5, 2015 to Mar 30, 2015",Winter 2015,,,Unknown,Unknown,,PG - Children,12751,14630,,1,11,59,,75
30132,Etsuraku no Tane The Animation,6.15,Hentai,Unknown,,OVA,1,3-Apr-15,Unknown,,,Studio Eromatick,Visual novel,,Rx - Hentai,Unknown,6779,,12,414,2643,,186
30133,"Ima, Futari no Michi",5.78,Drama,Unknown,,Special,1,8-Mar-15,Unknown,,,Asahi Production,Unknown,,G - All Ages,8914,11731,,0,18,298,,26
30134,Hong Gil Dong 2084,Unknown,"Action, Adventure",Unknown,,Movie,1,18-Aug-11,Unknown,,,Unknown,Unknown,,Unknown,14471,15726,,1,12,47,,40
30137,Big Order,5.81,"Action, Super Power, Shounen",Unknown,,OVA,1,3-Oct-15,Unknown,,,Asread,Manga,,R+ - Mild Nudity,8808,2815,,33,1018,23130,,701
30138,Rusuden Hour: Sodan Brothers,Unknown,Comedy,Unknown,,TV,25,"Mar 13, 2005 to Aug, 2005",Spring 2005,,,Unknown,Unknown,,PG-13 - Teens 13 or older,11760,15485,,0,18,42,,35
30139,Manga Doushite Monogatari OVA,Unknown,"Kids, Adventure, Comedy",Unknown,,OVA,2,1984,Unknown,,,Unknown,Unknown,,G - All Ages,15419,15996,,0,7,51,,40
30140,Xing Mao Lixian Ji Zhi Shu Fa Pian,Unknown,"Kids, Adventure",Unknown,,TV,26,Unknown,Unknown,,,Unknown,Unknown,,PG - Children,12900,15755,,0,10,34,,63
